client_id,total_transactions,total_spent,avg_transaction,largest_transaction,current_age,gender,yearly_income,total_debt,num_credit_cards,description
957,10709,546955.46,51.07437295732561,1608.57,73,Female,$37789,$24575,3,Cruise Lines
961,12577,586957.24,46.66909755903634,972.19,76,Male,$26660,$28332,4,"Insurance Sales, Underwriting"
962,6050,225776.42,37.318416528925624,893.9,28,Male,$34262,$60506,2,Leather Goods
963,3697,125006.91,33.81306735190695,1126.76,24,Female,$41714,$54541,3,"Brick, Stone, and Related Materials"
964,7385,278629.67,37.72913608666215,1180.46,48,Female,$45422,$83940,4,Hospitals
970,13022,396644.89,30.45959837198587,1933.87,42,Male,$44681,$42011,3,Cruise Lines
972,14955,491376.89,32.85703042460715,1375.01,35,Male,$50177,$101323,4,Fabricated Structural Metal Products
973,17176,315627.7,18.376088728458313,1117.52,55,Male,$25051,$19465,4,Leather Goods
976,15284,795545.63,52.050878696676264,1519.88,67,Female,$62669,$70317,5,Airlines
977,11070,297271.3,26.853775971093043,1460.87,83,Female,$22873,$0,5,Cruise Lines
979,5809,328199.29,56.49841452917886,1239.93,59,Male,$32678,$44434,3,"Tools, Parts, Supplies Manufacturing"
980,6834,230596.28,33.742505121451565,845.9,84,Male,$24055,$0,7,Automotive Parts and Accessories Stores
983,8701,363635.26,41.79235260314906,1596.06,77,Male,$47993,$3080,5,Miscellaneous Metal Fabrication
984,12579,730649.02,58.08482550282216,1865.3,63,Female,$32928,$80794,5,Cruise Lines
985,11265,965852.64,85.73924900133156,1564.09,32,Male,$51654,$95454,4,Travel Agencies
986,11538,269596.93,23.366001906742937,1791.31,32,Male,$48010,$87837,3,Steel Products Manufacturing
987,28011,1036205.1,36.99279211738246,1478.78,52,Male,$61532,$26832,4,Hospitals
988,7156,404175.01,56.48057713806596,607.29,68,Male,$39832,$5377,4,Travel Agencies
989,12069,1538980.35,127.51515038528463,1527.57,78,Male,$113514,$16524,8,Cruise Lines
990,6376,238107.6,37.34435382685069,372.39,91,Female,$27150,$2007,1,Wholesale Clubs
992,8818,544738.67,61.775762077568615,851.2,46,Male,$54881,$3584,4,Miscellaneous Fabricated Metal Products
994,8285,181021.9,21.849354254677127,525.77,85,Female,$9795,$396,7,Steelworks
996,16181,661370.93,40.873303874915024,1848.78,63,Female,$40194,$107765,6,Cruise Lines
997,30309,942816.03,31.106800950212808,1512.29,57,Female,$54963,$105623,4,Steel Drums and Barrels
1002,3724,199185.1,53.48686895810956,876.55,31,Male,$38788,$77448,1,Hospitals
1003,10830,1004970.67,92.79507571560481,3077.02,51,Male,$80526,$117380,1,Music Stores - Musical Instruments
1006,10715,419883.23,39.186489034064394,1114.57,37,Male,$44550,$117302,3,Coated and Laminated Products
1008,16304,309523.53,18.98451484298332,984.06,52,Female,$45462,$68494,5,Leather Goods
1009,6422,173125.11,26.95812986608533,826.01,41,Female,$28733,$0,3,"Brick, Stone, and Related Materials"
1012,3095,159080.78,51.39928271405493,766.52,35,Female,$32855,$94228,2,Steel Products Manufacturing
1016,2170,52388.75,24.142281105990783,712.38,41,Female,$553,$740,3,Travel Agencies
1018,16563,738902.59,44.61163979955322,1376.63,90,Female,$31805,$614,6,Cruise Lines
1019,8907,416946.69,46.81112495789828,960.44,81,Female,$29928,$2028,4,"Tools, Parts, Supplies Manufacturing"
1020,16873,780962.08,46.284719966810876,2183.61,29,Female,$54122,$166903,4,Floor Covering Stores
1022,10660,657640.36,61.692341463414635,1708.22,47,Female,$35876,$50190,3,Cruise Lines
1024,15840,376503.59,23.769166035353535,1496.22,66,Male,$65573,$143069,4,Steel Products Manufacturing
1026,11163,313528.68,28.086417629669445,788.29,84,Male,$17016,$691,4,Miscellaneous Fabricated Metal Products
1027,8073,562285.71,69.65015607580824,979.26,53,Male,$61646,$0,3,Travel Agencies
1028,13042,878133.37,67.33118923477994,3062.19,50,Male,$81122,$112394,5,Electronics Stores
1029,5866,309756.48,52.8054006137061,828.28,66,Male,$36589,$86573,3,"Tools, Parts, Supplies Manufacturing"
1030,10033,295869.19,29.489603309080035,1232.99,44,Male,$44963,$90682,4,Steel Products Manufacturing
1031,7791,413301.83,53.048624053394946,1174.51,61,Male,$53762,$37361,8,Leather Goods
1034,13006,787871.11,60.5775111487006,1287.81,58,Female,$55569,$76181,6,Miscellaneous Metal Fabrication
1039,15454,564210.03,36.508996376342694,1187.76,68,Male,$11566,$9102,4,"Tools, Parts, Supplies Manufacturing"
1041,8537,339422.41,39.758979735269996,961.31,48,Female,$32522,$50155,1,Upholstery and Drapery Stores
1046,16820,437727.97,26.024255053507726,1147.94,44,Male,$36715,$74022,4,Hospitals
1047,9312,500951.49,53.79633698453608,1695.66,26,Male,$53554,$119852,2,"Brick, Stone, and Related Materials"
1048,7979,369792.08,46.34566737686427,1402.99,59,Female,$53878,$78143,4,Leather Goods
1050,18621,726743.25,39.02815369743838,1038.12,43,Female,$35938,$47204,3,Steel Products Manufacturing
1052,11599,874290.02,75.37632726959221,1703.56,61,Male,$28210,$22961,2,Miscellaneous Metals
1053,12780,842256.59,65.90427151799686,1329.14,59,Male,$55571,$93460,3,Upholstery and Drapery Stores
1054,7181,275098.39,38.309203453558005,1271.55,50,Male,$46077,$135862,3,Hospitals
1058,13545,608107.61,44.89535695828719,931.31,61,Male,$35196,$51751,4,Steel Products Manufacturing
1060,7226,311148.36,43.059557154719066,706.73,76,Male,$21547,$16040,5,Airlines
1063,16699,684419.13,40.985635666806395,2060.21,64,Male,$37898,$36994,5,Cruise Lines
1066,18250,1402519.67,76.85039287671232,2926.83,46,Female,$54124,$0,2,Cruise Lines
1067,13923,413755.0,29.717374129138836,1113.14,76,Male,$41790,$24676,5,Leather Goods
1069,12209,402460.08,32.96421328528135,888.46,54,Male,$45852,$114746,2,"Tools, Parts, Supplies Manufacturing"
1070,8599,399744.64,46.48734038841726,1038.15,61,Male,$51528,$58509,6,Floor Covering Stores
1072,11638,456432.88,39.21918542704932,671.68,48,Female,$40017,$75377,1,Fabricated Structural Metal Products
1073,10149,413350.19,40.72816927776135,1066.83,43,Female,$35264,$70328,2,Fabricated Structural Metal Products
1074,5232,250907.56,47.9563379204893,736.95,62,Female,$32819,$25393,5,"Tools, Parts, Supplies Manufacturing"
1075,20050,696204.82,34.72343241895262,1436.1,36,Female,$51500,$102286,3,Steel Products Manufacturing
1076,6999,302205.61,43.17839834262037,1709.6,61,Female,$37342,$48611,5,Cruise Lines
1077,21845,536953.92,24.580174868390937,714.17,57,Female,$12044,$10323,3,Miscellaneous Metals
1078,11812,660153.92,55.88841178462581,1590.33,56,Female,$57576,$161107,2,Travel Agencies
1079,13792,831454.09,60.285244344547564,2218.67,65,Female,$103294,$39076,3,Steel Products Manufacturing
1080,12165,332206.48,27.308383066173448,495.0,56,Female,$29413,$46043,2,"Lodging - Hotels, Motels, Resorts"
1081,18307,793379.9,43.33751570437538,6613.44,31,Female,$50666,$102318,3,Cruise Lines
1082,6247,357577.49,57.23987353929886,1633.51,34,Female,$33934,$42945,3,"Tools, Parts, Supplies Manufacturing"
1083,22538,970217.2,43.04806105244476,1161.22,44,Female,$38568,$66300,4,Coated and Laminated Products
1084,11705,511166.58,43.6707885519009,4133.28,36,Male,$64262,$75415,4,Cruise Lines
1086,5012,384113.52,76.63877094972068,1860.17,57,Female,$76274,$102611,2,Steelworks
1087,7028,212464.96,30.23121229368241,1174.48,40,Female,$30997,$81716,2,Travel Agencies
1088,8428,349074.06,41.418374466065494,1241.29,49,Female,$34982,$134631,3,Steel Products Manufacturing
1089,8129,398099.61,48.97276540779924,1193.67,31,Female,$51501,$140481,3,Cruise Lines
1091,7321,419647.6,57.32107635568911,1864.07,32,Female,$53890,$252106,4,Leather Goods
1094,5305,225958.54,42.59350424128181,1308.24,34,Male,$41442,$78833,3,Travel Agencies
1095,5935,276825.87,46.64294355518113,1320.24,72,Male,$22918,$11371,5,Steelworks
1096,17279,785378.88,45.45279703686556,921.51,59,Male,$41379,$95988,2,Leather Goods
1097,7908,284895.76,36.02627212948913,980.34,39,Male,$32343,$59006,3,Travel Agencies
1098,48479,1460166.8,30.119573423544217,2697.93,50,Male,$34456,$54634,4,Cruise Lines
1100,9234,827387.61,89.60229694606888,2505.58,61,Male,$59815,$73325,2,Cruise Lines
1102,17775,1109536.42,62.421176933895914,1589.54,49,Female,$94733,$0,5,Hospitals
1103,13090,506922.2,38.725912910618796,498.0,45,Female,$25723,$34007,3,Welding Repair
1104,13891,694067.11,49.965237203945,833.1,91,Male,$40141,$805,6,"Tools, Parts, Supplies Manufacturing"
1105,13150,756705.29,57.544128517110266,793.7,77,Male,$22104,$20031,3,Leather Goods
1106,11194,304953.36,27.242572806860817,1109.02,62,Female,$20783,$23623,3,Cruise Lines
1107,11513,424677.35,36.88676713280639,823.53,71,Female,$40516,$6908,5,Hospitals
1114,8772,269881.61,30.766257409940717,935.53,44,Male,$37115,$58438,3,Upholstery and Drapery Stores
1115,12526,698440.72,55.75927830113364,598.93,53,Male,$30198,$40950,6,"Bolt, Nut, Screw, Rivet Manufacturing"
1116,16177,1040505.05,64.3200253446251,1255.94,81,Female,$42509,$2895,5,Airlines
1117,12721,1026849.38,80.72080654036633,596.13,49,Female,$27691,$24480,2,Pottery and Ceramics
1118,6174,618628.8,100.19902818270165,1978.72,25,Female,$83104,$222502,5,Legal Services and Attorneys
1121,16520,811702.07,49.13450786924939,1629.47,44,Female,$84365,$113529,5,Floor Covering Stores
1123,7092,166456.77,23.47106175972927,740.2,44,Male,$27896,$42046,3,Steel Products Manufacturing
1125,3261,189397.63,58.07961668199939,776.49,25,Male,$64917,$102747,4,"Furniture, Home Furnishings, and Equipment Stores"
1127,17574,575438.37,32.74373335609423,1567.11,59,Male,$35590,$92603,4,Cruise Lines
1128,8268,262654.3,31.767573778422832,985.25,47,Male,$34606,$23909,5,Legal Services and Attorneys
1129,14444,708782.66,49.0710786485738,1129.61,49,Male,$34449,$36540,3,Hospitals
1130,13759,725608.26,52.73699106039683,925.85,50,Female,$44355,$44779,3,Department Stores
1131,9016,753405.04,83.56311446317657,1122.97,76,Male,$19682,$0,4,Electronics Stores
1133,9495,311360.39,32.792036861506055,1644.17,30,Female,$46599,$12700,4,Leather Goods
1135,15308,621780.94,40.61803893389077,934.02,89,Female,$68010,$0,7,Miscellaneous Metals
1137,6836,330197.39,48.30271942656525,1129.37,52,Male,$33465,$98713,3,Hospitals
1138,18918,615293.36,32.524228776826305,1870.59,51,Female,$41886,$107734,3,Cruise Lines
1140,12130,461223.25,38.02335119538335,1195.19,44,Male,$55351,$152645,6,Hospitals
1141,11629,309329.24,26.599814257459798,889.43,66,Male,$27266,$19798,5,Steelworks
1142,8293,563342.34,67.92986132883154,4978.45,52,Male,$79272,$107029,3,Cruise Lines
1144,20643,653033.59,31.634626265562176,970.23,57,Female,$30495,$70825,4,Automotive Service Shops
1145,19500,873627.47,44.80140871794872,1287.44,43,Female,$75080,$35268,3,Airlines
1147,24104,995938.61,41.31839570195818,4613.24,80,Male,$104692,$6955,2,Cruise Lines
1148,8667,337435.54,38.933372562593746,1333.23,54,Male,$36711,$47490,4,Hospitals
1150,15596,662397.7,42.47228135419338,1628.89,46,Male,$63030,$93406,5,Airlines
1151,6531,69861.72,10.696940744143317,586.79,53,Male,$920,$1914,3,Automotive Parts and Accessories Stores
1153,4464,83891.82,18.792970430107527,404.0,63,Male,$58006,$20196,1,Passenger Railways
1155,13221,603793.87,45.66930413735724,809.28,83,Female,$29494,$1196,5,Legal Services and Attorneys
1156,13063,1067960.5,81.75461226364541,5682.22,56,Female,$280199,$91367,5,Cruise Lines
1163,4639,341134.41,73.53619530071136,1762.3,45,Male,$67170,$114251,3,Steelworks
1164,9227,890509.67,96.51128969329143,3613.22,43,Male,$109687,$183855,1,Cruise Lines
1166,18016,399671.5,22.184252886323268,947.79,44,Female,$39898,$43630,3,Miscellaneous Metals
1168,30520,1590822.75,52.123943315858455,2063.95,51,Male,$109673,$242379,1,"Tools, Parts, Supplies Manufacturing"
1169,29906,1297296.62,43.37914197819836,2340.46,51,Female,$61901,$29627,7,Cruise Lines
1170,9391,366230.75,38.99805664998403,1485.68,40,Female,$40867,$50449,2,Cruise Lines
1171,6190,504909.8,81.5686268174475,1706.33,90,Male,$39214,$0,5,Hospitals
1173,8530,455866.04,53.442677608440796,1587.47,71,Male,$51703,$5371,7,Legal Services and Attorneys
1176,17040,677314.48,39.74850234741784,843.47,39,Male,$57348,$119230,3,"Furniture, Home Furnishings, and Equipment Stores"
1177,10846,389057.0,35.87101235478517,4382.9,36,Female,$64672,$56485,4,Cruise Lines
1179,5785,324952.58,56.17157821953328,1722.44,50,Female,$49570,$43645,5,"Bolt, Nut, Screw, Rivet Manufacturing"
1180,10490,540150.84,51.49197712106768,1474.83,28,Male,$35940,$54354,3,Upholstery and Drapery Stores
1181,8485,455612.13,53.696185032410135,1337.57,61,Male,$51581,$35134,5,"Tools, Parts, Supplies Manufacturing"
1183,7312,328517.78,44.92858041575493,885.56,53,Male,$32820,$23004,4,Upholstery and Drapery Stores
1184,10262,449301.65,43.78304911323329,1137.95,70,Male,$68765,$75608,5,Steel Products Manufacturing
1187,3920,191699.52,48.9029387755102,748.03,55,Male,$47334,$87775,3,Steel Products Manufacturing
1189,7474,281146.83,37.616648381054326,920.4,63,Female,$31582,$23359,4,Travel Agencies
1190,21481,796528.34,37.080598668590845,1209.5,49,Female,$44383,$42369,7,Hospitals
1192,7279,158590.72,21.78743233960709,798.35,44,Female,$40026,$70877,1,Airlines
1193,13038,443564.02,34.02086362939101,1334.89,90,Female,$51717,$418,5,Upholstery and Drapery Stores
1194,14673,491033.09,33.46507803448511,1054.75,49,Male,$38041,$27813,4,Steelworks
1195,12948,611346.25,47.215496601791784,951.04,75,Male,$40696,$15691,6,Coated and Laminated Products
1196,8547,458364.45,53.62869427869428,1004.56,60,Female,$34895,$56622,4,"Tools, Parts, Supplies Manufacturing"
1198,16827,641954.22,38.15024781600998,2040.58,82,Male,$10869,$1820,2,Cruise Lines
1201,6863,646278.25,94.16847588518141,1693.08,60,Male,$115465,$195657,4,Hospitals
1202,10108,115568.61,11.433380490700435,494.0,63,Female,$4,$0,3,"Electroplating, Plating, Polishing Services"
1203,4163,131853.2,31.67263992313236,1100.41,36,Male,$41537,$128044,1,Automotive Service Shops
1204,6214,385257.59,61.99832475056325,1794.0,42,Male,$69440,$129944,3,Hospitals
1207,15891,808783.69,50.895707633251526,1620.68,41,Male,$56368,$71544,3,Cruise Lines
1208,10710,309131.33,28.863802987861813,1267.99,38,Male,$33387,$69066,3,Miscellaneous Fabricated Metal Products
1209,17757,1047860.95,59.01114771639353,1147.29,45,Female,$63815,$4832,6,Hospitals
1210,8963,343097.92,38.27936182081892,1412.52,32,Male,$34531,$60156,4,"Brick, Stone, and Related Materials"
1211,6414,340029.35,53.01361864671032,1441.48,66,Female,$38249,$0,4,Miscellaneous Metals
1213,7329,251222.56,34.27787692727521,838.79,34,Male,$43579,$96994,3,Travel Agencies
1214,11916,568705.61,47.726217690500164,1224.71,40,Male,$72470,$133421,2,Coated and Laminated Products
1217,7015,497960.04,70.98503777619386,1330.96,59,Female,$44992,$53368,3,Steel Products Manufacturing
1219,9942,679295.37,68.32582679541339,1241.52,28,Female,$58105,$70254,3,"Brick, Stone, and Related Materials"
1221,10121,333772.47,32.97821065112143,1004.27,64,Female,$30747,$51667,4,Legal Services and Attorneys
1222,12980,411564.94,31.70762249614792,915.5,42,Female,$28738,$48786,1,Coated and Laminated Products
1223,760,111905.55,147.24414473684212,1721.94,53,Male,$189490,$448929,3,Hospitals
1224,18954,782158.26,41.2661316872428,1243.15,42,Male,$53464,$20683,4,Wholesale Clubs
1225,14287,607667.5,42.532897039266466,1253.83,54,Male,$62837,$86171,3,Wholesale Clubs
1226,9620,589995.86,61.33013097713098,1416.08,42,Male,$36860,$65049,3,"Furniture, Home Furnishings, and Equipment Stores"
1227,11734,416809.73,35.52153826487131,1553.3,65,Female,$67344,$7049,4,Department Stores
1228,12064,400302.39,33.18156415782494,2124.08,54,Male,$47482,$59590,5,Cruise Lines
1229,8728,517227.53,59.26071608615949,1546.23,50,Male,$49350,$20942,6,Steel Products Manufacturing
1234,13089,229634.47,17.54408052563221,184.23,44,Male,$62185,$114235,1,Cosmetic Stores
1236,11310,247268.65,21.862833775419983,656.74,72,Female,$25243,$18006,6,Cruise Lines
1237,23770,659356.84,27.7390340765671,1308.71,46,Female,$32150,$47179,6,Cruise Lines
1238,10977,1086471.18,98.97705930582126,1798.76,31,Female,$96661,$73401,2,Wholesale Clubs
1239,10800,377894.61,34.99024166666666,1042.56,34,Female,$38081,$28613,4,Hospitals
1240,9734,336788.05,34.59914218204232,972.79,56,Female,$31814,$43140,3,Steel Products Manufacturing
1241,14265,1127821.12,79.06211847178409,3523.13,40,Female,$49396,$39549,3,Cruise Lines
1242,8764,331375.97,37.81104176175262,1230.67,52,Female,$30509,$56953,2,Hospitals
1243,8809,642844.84,72.97591554092405,1357.14,31,Female,$34884,$26799,5,Upholstery and Drapery Stores
1245,11325,346173.27,30.5671761589404,1409.63,54,Female,$42900,$111007,6,Cruise Lines
1246,7993,320030.54,40.038851495058175,1622.88,49,Female,$31008,$60527,4,Pottery and Ceramics
1247,9796,456713.43,46.62244079216006,1187.64,69,Female,$44152,$90526,5,Miscellaneous Fabricated Metal Products
1248,8771,348894.25,39.77816098506442,964.3,51,Female,$43386,$2192,3,Upholstery and Drapery Stores
1250,13320,342182.32,25.689363363363363,1312.57,85,Female,$38499,$1493,5,Cruise Lines
1251,11316,316349.68,27.955963237893247,1311.33,29,Female,$42150,$39663,3,Cruise Lines
1253,19846,1106437.9,55.75117907890758,1355.7,32,Female,$58749,$113308,6,Leather Goods
1254,7535,213135.83,28.286108825481087,834.85,61,Female,$34619,$13326,5,Upholstery and Drapery Stores
1256,18455,622020.74,33.704727174207534,1955.79,37,Male,$56248,$149587,4,Steelworks
1257,5768,218277.01,37.842754854368934,970.85,55,Male,$48259,$146774,3,Steel Products Manufacturing
1258,11803,388913.77,32.95041684317547,1002.4,79,Female,$15470,$15349,7,Hospitals
1259,11541,979009.92,84.82886404990903,5913.37,64,Female,$192269,$100192,6,Antique Shops
1260,4182,113828.64,27.2187087517934,1295.07,28,Male,$42806,$49194,3,Steelworks
1261,8197,417032.64,50.87625228742223,1104.07,58,Male,$68787,$171854,1,Steel Products Manufacturing
1262,11019,187867.65,17.0494282602777,792.42,56,Female,$27981,$62926,3,"Brick, Stone, and Related Materials"
1263,7513,320135.9,42.61092772527619,1058.94,56,Female,$36652,$60949,3,Steel Products Manufacturing
1266,7183,262819.4,36.58908534038703,786.47,35,Female,$46063,$106528,1,Travel Agencies
1267,5472,376705.23,68.84233004385965,1640.76,81,Female,$31912,$2182,4,Cruise Lines
1268,4693,176425.93,37.59342211804815,643.58,47,Male,$29597,$44388,4,Hospitals
1269,14111,591333.76,41.905872014740275,4984.24,56,Male,$36335,$28929,2,Cruise Lines
1274,15869,924012.18,58.227498897221,1914.2,49,Female,$49464,$123198,6,Travel Agencies
1276,5521,465827.66,84.37378373483064,1530.09,82,Female,$41793,$1141,5,Miscellaneous Metals
1279,14951,546117.31,36.52714266604241,2052.77,78,Male,$62103,$33545,4,Cruise Lines
1281,4781,144265.47,30.17474796067768,548.07,92,Female,$26546,$2480,6,Automotive Service Shops
1282,7817,294575.4,37.68394524753742,959.88,34,Female,$41249,$42268,2,Airlines
1283,10400,594000.56,57.11543846153847,998.37,50,Male,$63673,$147913,4,"Brick, Stone, and Related Materials"
1284,7289,477571.57,65.5194910138565,630.87,50,Female,$39947,$57346,2,Hospitals
1285,10520,741791.75,70.51252376425856,1105.27,68,Female,$65298,$18684,2,Miscellaneous Metals
1286,14042,716549.46,51.029017234012244,1335.55,53,Female,$61578,$85383,2,Steel Products Manufacturing
1288,11199,501905.68,44.817008661487634,1310.63,41,Female,$38059,$68220,2,Steel Products Manufacturing
1289,2511,26605.34,10.595515730784548,480.0,33,Male,$42808,$117011,1,Miscellaneous Metalwork
1291,6885,439055.13,63.7698082788671,934.31,43,Male,$34869,$53381,2,Hospitals
1293,17670,924100.27,52.29769496321449,1370.37,32,Female,$49374,$108192,2,Miscellaneous Metals
1294,9855,649257.81,65.88105631659057,1549.38,39,Female,$59114,$132715,2,Miscellaneous Fabricated Metal Products
1295,20760,720580.02,34.710020231213875,1038.21,70,Female,$27772,$14408,4,Hospitals
1296,21391,593015.19,27.72264924500958,1101.82,60,Female,$46683,$93126,5,Airlines
1298,6431,190707.9,29.654470533354065,732.47,32,Female,$25603,$26348,2,Steelworks
1299,6676,261544.04,39.176758538046734,1148.2,40,Female,$37299,$31923,2,Coated and Laminated Products
1300,13601,284077.82,20.886539225056982,939.1,58,Male,$23092,$20545,4,Automotive Body Repair Shops
1301,8472,316420.04,37.348918791312556,1964.84,26,Female,$61850,$81158,9,Pottery and Ceramics
1302,10589,545712.0,51.53574464066484,757.87,62,Female,$28988,$13351,4,Leather Goods
1303,4065,321673.33,79.13243050430505,2704.6,66,Male,$61937,$138153,7,Cruise Lines
1305,8924,357491.91,40.05960443747198,1098.49,46,Female,$38971,$0,3,Hospitals
1307,9297,795812.75,85.5988759814994,3854.44,52,Female,$87030,$156474,5,Cruise Lines
1313,14934,539257.1,36.109354493102984,452.0,35,Male,$30172,$39959,2,Non-Precious Metal Services
1314,17958,693665.75,38.627116048557745,1652.13,43,Male,$39404,$71859,5,Pottery and Ceramics
1315,13035,253352.19,19.436301495972383,1109.92,57,Female,$32576,$0,4,Hospitals
1317,7569,175740.92,23.218512353018895,741.36,41,Female,$30910,$42507,4,Hospitals
1323,10793,512312.78,47.46713425368294,840.71,36,Female,$31414,$42233,4,Pottery and Ceramics
1324,9105,552888.95,60.723662822624924,874.66,45,Female,$38872,$94970,4,Miscellaneous Metals
1326,8620,503635.43,58.42638399071926,1663.33,52,Female,$66489,$83828,2,Miscellaneous Metals
1330,19688,830936.45,42.205223994311254,1371.92,65,Female,$35404,$30887,3,Hospitals
1331,7382,39423.45,5.340483608778109,133.29,49,Female,$49026,$83385,1,Service Stations
1332,7788,347155.09,44.575640729327176,1143.71,63,Male,$71909,$44190,3,Travel Agencies
1334,7766,223253.97,28.747613958279683,1182.05,38,Female,$39627,$47793,4,Steel Products Manufacturing
1335,8672,553895.59,63.87172393911439,1520.84,51,Female,$97845,$255288,4,"Brick, Stone, and Related Materials"
1340,22023,2039921.23,92.62685510602552,4077.18,53,Male,$53872,$64269,5,Cruise Lines
1341,13356,511549.19,38.301077418388736,1343.32,87,Male,$30349,$2985,4,Cruise Lines
1344,12885,485077.72,37.64669926270857,1429.38,61,Male,$46843,$66529,2,"Tools, Parts, Supplies Manufacturing"
1345,11194,504093.05,45.03243255315348,989.23,83,Female,$16620,$1140,8,Upholstery and Drapery Stores
1347,6052,317252.75,52.42114177131527,1127.08,64,Female,$55418,$20950,3,Travel Agencies
1348,10388,81391.84,7.835179052753176,798.52,83,Male,$2,$0,6,Cruise Lines
1352,5744,233505.47,40.65206650417827,1724.39,65,Female,$42102,$9645,3,Cruise Lines
1353,6164,263996.36,42.82874107722258,1096.82,50,Female,$43294,$104521,7,Leather Goods
1356,9726,343631.81,35.33125745424635,1261.16,84,Male,$26676,$1370,5,"Brick, Stone, and Related Materials"
1357,14661,329689.31,22.48750494509242,1127.08,75,Female,$11410,$0,7,Miscellaneous Metals
1358,5343,103950.22,19.455403331461724,406.0,69,Female,$68930,$72619,4,Non-Ferrous Metal Foundries
1360,4900,160554.96,32.76631836734694,1636.63,41,Male,$38874,$64474,3,Cruise Lines
1361,8583,301467.03,35.123736455784694,914.93,67,Male,$28714,$12978,2,Cruise Lines
1362,7618,399731.86,52.472021527960095,1340.97,58,Male,$72510,$44317,4,"Bolt, Nut, Screw, Rivet Manufacturing"
1364,3731,57474.15,15.404489413025999,1863.29,47,Male,$3,$5,2,Cruise Lines
1366,7093,256680.66,36.18788382912731,1005.05,25,Female,$40000,$127951,3,Hospitals
1367,8875,243612.18,27.449259718309857,921.12,49,Female,$34255,$36094,4,Coated and Laminated Products
1369,18175,434577.65,23.91073727647868,1014.58,59,Female,$35854,$49101,2,Airlines
1370,10924,590622.66,54.066519589893815,1501.15,62,Female,$52908,$109229,4,Airlines
1371,10989,363100.79,33.04220493220493,1754.27,86,Female,$49529,$1385,6,Miscellaneous Metals
1376,12402,515468.51,41.56333736494114,2910.32,49,Female,$62019,$85666,4,Cruise Lines
1378,13615,505057.05,37.095633492471535,1185.09,46,Female,$40810,$65643,4,Airlines
1379,18953,689637.46,36.38671767002585,1370.59,76,Male,$34408,$9107,4,"Tools, Parts, Supplies Manufacturing"
1381,16249,612902.53,37.71939996307465,1751.68,79,Male,$29517,$2470,4,Pottery and Ceramics
1382,21924,548537.57,25.019958492975732,963.65,58,Male,$25883,$44404,4,Cruise Lines
1383,12340,701058.59,56.81187925445705,1452.21,68,Female,$59938,$36978,1,Steel Products Manufacturing
1384,9210,455409.64,49.44730076004343,855.96,74,Female,$23011,$30510,3,Steelworks
1385,13376,994274.83,74.33274745813397,1410.49,51,Female,$82298,$182301,6,"Brick, Stone, and Related Materials"
1391,21590,929778.72,43.065248726262155,1717.37,45,Male,$51196,$67164,4,Cruise Lines
1393,11773,416424.43,35.37113989637306,1159.62,52,Female,$34460,$43936,2,Travel Agencies
1394,12535,495705.07,39.54567770243319,1409.85,30,Female,$57853,$131828,4,"Tools, Parts, Supplies Manufacturing"
1397,9057,334603.46,36.94418240035332,1256.18,32,Male,$36388,$92949,4,Cruise Lines
1398,17663,910589.62,51.55350846402084,1123.43,52,Male,$70862,$16595,5,Airlines
1403,19733,1205753.68,61.10341458470582,1318.03,74,Male,$24545,$22488,2,Department Stores
1404,5057,212558.79,42.032586513743325,906.09,52,Female,$36472,$80469,2,Steel Products Manufacturing
1405,11302,626072.66,55.39485577773846,1226.28,45,Male,$48755,$37315,8,Hospitals
1406,7194,160986.5,22.377884348067834,852.56,36,Male,$23718,$1386,2,Pottery and Ceramics
1407,22202,888955.4,40.03942888028106,1321.78,40,Male,$40473,$54899,4,Cruise Lines
1411,12260,628152.55,51.2359339314845,1082.01,57,Female,$69007,$52218,4,"Furniture, Home Furnishings, and Equipment Stores"
1412,13843,763324.2,55.14153001517012,1150.04,58,Female,$54166,$0,5,Steel Products Manufacturing
1413,12253,344290.9,28.098498326940344,1154.86,39,Female,$31170,$33165,5,Leather Goods
1416,10310,644567.7,62.51869059165858,861.0,73,Female,$48750,$18724,8,Leather Goods
1417,7566,459844.63,60.77777293153582,1400.36,54,Female,$52680,$87082,5,Hospitals
1421,3641,182676.3,50.172013183191424,1429.15,30,Male,$32985,$32764,2,Travel Agencies
1422,10016,354889.92,35.43230031948882,989.44,66,Female,$36052,$6602,4,"Tools, Parts, Supplies Manufacturing"
1424,15412,291772.51,18.931515053205295,499.0,101,Female,$15348,$1396,4,Computer Network Services
1425,12457,442658.83,35.53494661636028,1992.25,88,Female,$19225,$1644,8,Cruise Lines
1427,8445,588094.46,69.63818354055654,1500.5,34,Female,$100880,$210445,1,Travel Agencies
1428,15711,112194.02,7.14111259627013,210.05,35,Female,$28472,$42750,1,Miscellaneous Home Furnishing Stores
1429,7738,277668.13,35.883707676402175,1384.92,62,Female,$33556,$10619,4,"Tools, Parts, Supplies Manufacturing"
1430,7008,437723.94,62.46060787671233,1342.19,69,Female,$33642,$20874,5,Wholesale Clubs
1432,14124,569910.39,40.35049490229397,1036.58,42,Male,$69747,$80763,4,Music Stores - Musical Instruments
1433,15834,597933.21,37.76261273209549,1402.11,73,Male,$48060,$17440,3,Hospitals
1434,4108,183822.11,44.74734907497565,2259.66,62,Male,$40891,$61245,4,Automotive Service Shops
